loai_hinh,gia_ban,log_gia_ban,gia_m2,dien_tich,chieu_ngang,dien_tich_su_dung,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,giay_to_phap_ly,dac_diem,quan,room_density,bath_density,area_per_floor,frontage_density,desc_length,price_zscore_district,price_percentile_district
"Nhà ngõ, hẻm",5.1,1.8082887711792655,120.85,42.2,5.0,86.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.04739336492890995,0.04739336492890995,43.0,0.11848341232227487,438,-0.29929174284936183,0.3455177372962608
"Nhà ngõ, hẻm",4.9,1.7749523509116738,85.96,57.0,4.0,57.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.03508771929824561,0.03508771929824561,28.5,0.07017543859649122,135,-0.3241079735633459,0.30860498561840843
"Nhà ngõ, hẻm",5.79,1.9154509415706047,141.22,41.0,3.8,123.0,4,5,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.0975609756097561,0.12195121951219512,41.0,0.09268292682926829,280,-0.21367574688611646,0.437320230105465
"Nhà ngõ, hẻm",4.7,1.7404661748405044,134.29,35.0,3.5,35.0,2,2,2,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.05714285714285714,0.05714285714285714,17.5,0.1,260,-0.3489242042773301,0.2708533077660594
Nhà phố liền kề,11.8,2.5494451709255714,119.19,99.0,6.0,297.0,6,6,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.06060606060606061,0.06060606060606061,99.0,0.06060606060606061,706,0.5320519860691076,0.8883029721955896
"Nhà ngõ, hẻm",7.5,2.1400661634962708,104.17,72.0,4.0,72.0,4,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.05555555555555555,0.041666666666666664,24.0,0.05555555555555555,496,-0.0014969742815518871,0.6705417066155321
"Nhà ngõ, hẻm",9.4,2.341805806147327,138.24,68.0,4.0,68.0,5,6,4,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07352941176470588,0.08823529411764706,17.0,0.058823529411764705,456,0.2342572175012977,0.8296979865771812
"Nhà ngõ, hẻm",7.3,2.1162555148025524,83.91,87.0,4.0,87.0,5,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05747126436781609,0.034482758620689655,29.0,0.04597701149425287,331,-0.02631320499553607,0.6457334611697028
Nhà phố liền kề,12.5,2.6026896854443837,173.61,72.0,4.5,68.0,5,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06944444444444445,0.08333333333333333,22.666666666666668,0.0625,117,0.6189087935680522,0.9016059443911792
"Nhà ngõ, hẻm",3.75,1.55814461804655,156.25,24.0,4.0,24.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.16666666666666666,0.125,8.0,0.16666666666666666,236,-0.4668013001687549,0.1433365292425695
"Nhà ngõ, hẻm",7.89,2.1849270495258133,127.26,62.0,4.0,62.0,4,4,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.06451612903225806,0.06451612903225806,20.666666666666668,0.06451612903225806,720,0.04689467561071719,0.7169223394055608
"Nhà mặt phố, mặt tiền",9.0,2.302585092994046,116.88,77.0,4.5,77.0,4,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.05194805194805195,0.06493506493506493,19.25,0.05844155844155844,970,0.18462475607332932,0.8135186960690316
"Nhà ngõ, hẻm",5.65,1.8946168546677629,131.4,43.0,4.4,43.0,3,3,3,Nội thất cao cấp,Đã có sổ,Mặt tiền,Go Vap,0.06976744186046512,0.06976744186046512,14.333333333333334,0.10232558139534885,622,-0.23104710838590534,0.41838446788111217
"Nhà ngõ, hẻm",10.2,2.4159137783010487,125.93,81.0,8.0,81.0,3,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.037037037037037035,0.037037037037037035,40.5,0.09876543209876543,550,0.3335221403572342,0.8527085330776606
"Nhà ngõ, hẻm",3.4,1.4816045409242156,242.86,14.0,4.0,14.0,3,3,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.21428571428571427,0.21428571428571427,4.666666666666667,0.2857142857142857,241,-0.5102297039182272,0.10198945349952061
"Nhà mặt phố, mặt tiền",13.0,2.639057329615259,144.44,90.0,4.0,90.0,5,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.06666666666666667,30.0,0.044444444444444446,284,0.6809493703530125,0.913470757430489
"Nhà ngõ, hẻm",12.5,2.6026896854443837,143.68,87.0,4.0,206.0,5,6,4,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Go Vap,0.05747126436781609,0.06896551724137931,51.5,0.04597701149425287,719,0.6189087935680522,0.9016059443911792
"Nhà ngõ, hẻm",8.5,2.2512917986064953,163.46,52.0,5.0,210.0,4,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07692307692307693,0.09615384615384616,52.5,0.09615384615384616,324,0.12258417928836891,0.7630632790028763
"Nhà ngõ, hẻm",9.0,2.302585092994046,84.03,107.1,6.0,107.1,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.018674136321195144,0.028011204481792718,35.699999999999996,0.056022408963585436,303,0.18462475607332932,0.8135186960690316
"Nhà ngõ, hẻm",6.55,2.0215475632609334,155.95,42.0,5.5,158.0,4,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.09523809523809523,0.07142857142857142,39.5,0.13095238095238096,419,-0.11937407017297667,0.5450623202301055
"Nhà ngõ, hẻm",1.9,1.0647107369924282,172.73,11.0,2.6,11.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.18181818181818182,0.2727272727272727,3.6666666666666665,0.23636363636363636,286,-0.6963514342731084,0.012104506232023011
"Nhà ngõ, hẻm",5.98,1.943048916774281,108.73,55.0,5.5,55.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05454545454545454,0.05454545454545454,18.333333333333332,0.1,155,-0.19010032770783145,0.4799856184084372
"Nhà ngõ, hẻm",3.8,1.5686159179138452,90.48,42.0,6.0,42.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.047619047619047616,0.07142857142857142,14.0,0.14285714285714285,282,-0.46059724249025885,0.15232502396931927
"Nhà mặt phố, mặt tiền",9.15,2.3174737054877963,152.5,60.0,4.0,60.0,3,4,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.06666666666666667,12.0,0.06666666666666667,736,0.2032369291088175,0.8177133269415149
"Nhà ngõ, hẻm",5.0,1.791759469228055,156.25,32.0,4.0,32.0,4,3,4,Không rõ,Đã có sổ,Không rõ,Go Vap,0.125,0.09375,8.0,0.125,389,-0.3116998582063539,0.33485139022051774
"Nhà ngõ, hẻm",2.3,1.1939224684724346,135.29,17.0,4.0,17.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.11764705882352941,0.11764705882352941,8.5,0.23529411764705882,104,-0.6467189728451401,0.025047938638542665
"Nhà ngõ, hẻm",13.0,2.639057329615259,144.44,90.0,5.8,340.0,5,2,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.022222222222222223,68.0,0.06444444444444444,434,0.6809493703530125,0.913470757430489
"Nhà ngõ, hẻm",8.5,2.2512917986064953,118.06,72.0,4.0,72.0,10,6,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1388888888888889,0.08333333333333333,18.0,0.05555555555555555,531,0.12258417928836891,0.7630632790028763
"Nhà ngõ, hẻm",6.0,1.9459101490553132,120.0,50.0,4.0,50.0,3,4,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06,0.08,12.5,0.08,501,-0.1876187046364331,0.4914908916586769
"Nhà ngõ, hẻm",8.385,2.2391126700384723,106.14,79.0,4.0,79.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05063291139240506,0.0379746835443038,26.333333333333332,0.05063291139240506,284,0.10831484662782799,0.7531160115052733
Nhà biệt thự,70.0,4.2626798770413155,299.15,234.0,13.0,561.0,5,5,4,Nội thất cao cấp,Đã có sổ,Mặt tiền,Go Vap,0.021367521367521368,0.021367521367521368,140.25,0.05555555555555555,667,7.753575123838498,0.99856184084372
"Nhà mặt phố, mặt tiền",14.9,2.766319109226186,186.25,80.0,4.0,80.0,10,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.125,0.075,26.666666666666668,0.05,189,0.9167035621358621,0.9397171620325983
"Nhà mặt phố, mặt tiền",23.9,3.214867803470662,227.62,105.0,5.0,105.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.009523809523809525,0.02857142857142857,35.0,0.047619047619047616,72,2.033433944265149,0.9791466922339406
"Nhà ngõ, hẻm",7.47,2.136530508663963,138.33,54.0,4.0,54.0,4,4,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.07407407407407407,0.07407407407407407,18.0,0.07407407407407407,722,-0.005219408888649542,0.6589165867689357
"Nhà ngõ, hẻm",8.79,2.281361456542419,144.1,61.0,4.2,61.0,4,4,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.06557377049180328,0.06557377049180328,20.333333333333332,0.06885245901639345,732,0.15856771382364584,0.7897890699904123
"Nhà ngõ, hẻm",6.8,2.0541237336955462,109.68,62.0,6.1,62.0,3,2,2,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.04838709677419355,0.03225806451612903,31.0,0.09838709677419354,232,-0.08835378178049647,0.5860498561840843
"Nhà ngõ, hẻm",7.99,2.196112848483529,147.96,54.0,4.0,54.0,9,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.16666666666666666,0.05555555555555555,18.0,0.07407407407407407,433,0.05930279096770933,0.7314237775647172
"Nhà ngõ, hẻm",4.0,1.6094379124341003,90.91,44.0,4.0,44.0,3,3,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06818181818181818,0.06818181818181818,22.0,0.09090909090909091,825,-0.4357810117762747,0.18264621284755514
"Nhà ngõ, hẻm",6.3,1.9878743481543455,78.75,80.0,4.0,80.0,2,1,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.025,0.0125,40.0,0.05,898,-0.15039435856545688,0.5116251198465963
"Nhà ngõ, hẻm",7.0,2.0794415416798357,159.09,44.0,6.8,44.0,4,3,6,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.09090909090909091,0.06818181818181818,7.333333333333333,0.15454545454545454,914,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",7.0,2.0794415416798357,111.11,63.0,4.0,63.0,4,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06349206349206349,0.047619047619047616,15.75,0.06349206349206349,886,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",6.65,2.0347056478384444,76.44,87.0,3.8,87.0,4,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.04597701149425287,0.05747126436781609,29.0,0.04367816091954023,181,-0.10696595481598453,0.5625599232981783
"Nhà ngõ, hẻm",3.55,1.515127232962859,84.52,42.0,3.5,80.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.047619047619047616,0.047619047619047616,40.0,0.08333333333333333,216,-0.4916175308827391,0.11493288590604027
"Nhà mặt phố, mặt tiền",4.4,1.6863989535702286,209.52,21.0,4.3,21.0,1,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.047619047619047616,0.14285714285714285,7.0,0.20476190476190476,297,-0.3861485503483063,0.23046500479386386
"Nhà ngõ, hẻm",10.5,2.4423470353692043,156.72,67.0,4.0,67.0,5,6,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07462686567164178,0.08955223880597014,13.4,0.05970149253731343,446,0.3707464864282105,0.8603787152444871
"Nhà ngõ, hẻm",2.399,1.223481270713979,126.26,19.0,4.0,38.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.10526315789473684,0.10526315789473684,12.666666666666666,0.21052631578947367,232,-0.6344349386417178,0.027924256951102587
"Nhà mặt phố, mặt tiền",2.399,1.223481270713979,106.67,22.5,4.1,22.5,2,2,3,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Go Vap,0.08888888888888889,0.08888888888888889,7.5,0.1822222222222222,474,-0.6344349386417178,0.027924256951102587
"Nhà ngõ, hẻm",6.5,2.0149030205422647,130.0,50.0,4.1,50.0,3,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.06,0.04,25.0,0.08199999999999999,316,-0.12557812785147268,0.5358341323106424
"Nhà ngõ, hẻm",7.0,2.0794415416798357,87.17,80.3,4.0,80.3,1,1,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.012453300124533002,0.012453300124533002,40.15,0.04981320049813201,188,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",1.5,0.9162907318741551,150.0,10.0,4.0,20.0,1,1,2,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.1,0.1,10.0,0.4,319,-0.7459838957010767,0.0037152444870565677
"Nhà ngõ, hẻm",5.94,1.937301774518713,180.0,33.0,3.3,33.0,3,3,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.09090909090909091,0.09090909090909091,16.5,0.09999999999999999,649,-0.19506357385062828,0.4660834132310642
"Nhà ngõ, hẻm",6.8,2.0541237336955462,74.73,91.0,4.0,91.0,4,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.04395604395604396,0.02197802197802198,45.5,0.04395604395604396,338,-0.08835378178049647,0.5860498561840843
"Nhà ngõ, hẻm",5.48,1.8687205103641835,127.44,43.0,4.0,43.0,3,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06976744186046512,0.046511627906976744,21.5,0.09302325581395349,541,-0.25214090449279186,0.3868648130393097
"Nhà ngõ, hẻm",2.49,1.2499017362143359,150.91,16.5,3.0,35.0,3,2,3,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.18181818181818182,0.12121212121212122,11.666666666666666,0.18181818181818182,276,-0.623143553666855,0.031639501438159155
"Nhà ngõ, hẻm",9.0,2.302585092994046,226.7,39.7,5.2,39.7,3,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.07556675062972291,0.07556675062972291,13.233333333333334,0.1309823677581864,224,0.18462475607332932,0.8135186960690316
"Nhà ngõ, hẻm",6.6,2.028148247292285,160.98,41.0,4.4,41.0,1,1,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.024390243902439025,0.024390243902439025,20.5,0.10731707317073172,343,-0.11317001249448065,0.5559683604985618
"Nhà ngõ, hẻm",6.2,1.9740810260220096,94.7,65.468,3.0,68.0,2,2,1,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.030549275982159223,0.030549275982159223,68.0,0.04582391397323883,265,-0.1628024739224489,0.5033557046979866
"Nhà ngõ, hẻm",13.0,2.639057329615259,144.44,90.0,5.8,340.0,5,6,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.06666666666666667,68.0,0.06444444444444444,635,0.6809493703530125,0.913470757430489
Nhà phố liền kề,5.95,1.9387416595767009,141.67,42.0,6.0,168.0,7,6,4,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Go Vap,0.16666666666666666,0.14285714285714285,42.0,0.14285714285714285,433,-0.19382276231492912,0.4703978906999041
"Nhà ngõ, hẻm",3.85,1.578978704949392,160.42,24.0,4.0,54.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.08333333333333333,0.08333333333333333,27.0,0.16666666666666666,460,-0.45439318481176283,0.1561601150527325
"Nhà ngõ, hẻm",2.8,1.33500106673234,127.27,22.0,3.3,22.0,1,2,2,Bàn giao thô,Đã có sổ,Không rõ,Go Vap,0.045454545454545456,0.09090909090909091,11.0,0.15,139,-0.5846783960601797,0.05405081495685522
Nhà phố liền kề,9.8,2.379546134130174,157.05,62.4,5.2,249.6,4,6,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06410256410256411,0.09615384615384616,62.4,0.08333333333333334,531,0.28388967892926603,0.8444391179290508
"Nhà ngõ, hẻm",5.5,1.8718021769015913,105.77,52.0,4.0,104.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.038461538461538464,0.038461538461538464,52.0,0.07692307692307693,110,-0.2496592814213935,0.39417545541706617
"Nhà mặt phố, mặt tiền",7.2,2.1041341542702074,112.5,64.0,4.0,64.0,3,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.046875,0.046875,21.333333333333332,0.0625,230,-0.03872132035252811,0.6353068072866731
"Nhà ngõ, hẻm",4.76,1.7509374747077997,119.0,40.0,4.0,80.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,40.0,0.1,358,-0.34147933506313494,0.27708533077660596
"Nhà ngõ, hẻm",7.2,2.1041341542702074,89.23,80.688,5.52,80.688,4,5,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.049573666468371996,0.061967083085465,26.896,0.06841165972635335,251,-0.03872132035252811,0.6353068072866731
"Nhà ngõ, hẻm",7.79,2.1736147116970854,139.11,56.0,4.0,56.0,4,3,5,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.05357142857142857,11.2,0.07142857142857142,498,0.03448656025372515,0.7011025886864813
"Nhà ngõ, hẻm",7.55,2.145931282948669,188.75,40.0,5.0,49.0,4,5,5,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1,0.125,9.8,0.125,516,0.004707083396944131,0.6807286673058485
"Nhà ngõ, hẻm",5.8,1.916922612182061,128.89,45.0,4.0,45.0,4,3,4,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.08888888888888889,0.06666666666666667,11.25,0.08888888888888889,278,-0.21243493535041727,0.4422339405560882
"Nhà ngõ, hẻm",7.49,2.138889000323256,118.89,63.0,4.0,180.0,4,4,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06349206349206349,0.06349206349206349,60.0,0.06349206349206349,721,-0.002737785817251069,0.6608341323106424
"Nhà ngõ, hẻm",4.99,1.790091412127358,166.33,30.0,5.0,30.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.13333333333333333,0.1,10.0,0.16666666666666666,691,-0.3129406697420531,0.3277804410354746
"Nhà ngõ, hẻm",9.0,2.302585092994046,72.0,125.0,6.0,300.0,8,6,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.064,0.048,100.0,0.048,82,0.18462475607332932,0.8135186960690316
"Nhà ngõ, hẻm",5.97,1.9416152247724325,119.4,50.0,4.0,50.0,4,2,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.08,0.04,16.666666666666668,0.08,716,-0.19134113924353074,0.4762703739213806
"Nhà ngõ, hẻm",4.2,1.6486586255873816,135.48,31.0,3.1,62.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06451612903225806,0.06451612903225806,31.0,0.1,382,-0.4109647810622905,0.20469798657718122
Nhà phố liền kề,5.65,1.8946168546677629,146.75,38.5,3.5,115.5,4,3,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.1038961038961039,0.07792207792207792,38.5,0.09090909090909091,374,-0.23104710838590534,0.41838446788111217
"Nhà ngõ, hẻm",4.4,1.6863989535702286,88.0,50.0,5.0,50.0,2,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.04,0.06,16.666666666666668,0.1,473,-0.3861485503483063,0.23046500479386386
"Nhà ngõ, hẻm",7.0,2.0794415416798357,87.5,80.0,5.0,80.0,5,3,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.0625,0.0375,40.0,0.0625,953,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",5.3,1.840549633397487,74.65,71.0,5.5,200.0,7,1,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.09859154929577464,0.014084507042253521,40.0,0.07746478873239436,266,-0.2744755121353777,0.3661313518696069
"Nhà ngõ, hẻm",4.7,1.7404661748405044,93.7,50.16,4.15,50.16,2,2,1,Nội thất đầy đủ,Đã có sổ,Hiện trạng khác,Go Vap,0.03987240829346093,0.03987240829346093,50.16,0.08273524720893143,503,-0.3489242042773301,0.2708533077660594
"Nhà ngõ, hẻm",12.0,2.5649493574615367,133.33,90.0,4.0,90.0,5,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.05555555555555555,22.5,0.044444444444444446,709,0.5568682167830917,0.8945349952061361
"Nhà ngõ, hẻm",6.7,2.0412203288596382,111.67,60.0,4.0,60.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.05,20.0,0.06666666666666667,508,-0.10076189713748851,0.5738255033557047
"Nhà ngõ, hẻm",4.799,1.7576854888943036,70.57,68.0,4.2,68.0,4,3,2,Hoàn thiện cơ bản,Đã có sổ,Hiện trạng khác,Go Vap,0.058823529411764705,0.04411764705882353,34.0,0.061764705882352944,393,-0.33664017007390795,0.28116011505273253
"Nhà mặt phố, mặt tiền",6.37,1.9974177062012453,151.67,42.0,3.5,42.0,4,3,4,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.09523809523809523,0.07142857142857142,10.5,0.08333333333333333,489,-0.14170867781556237,0.5158197507190796
"Nhà ngõ, hẻm",4.97,1.7867469274045107,142.0,35.0,4.1,70.0,3,3,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.08571428571428572,0.08571428571428572,35.0,0.11714285714285713,581,-0.3154222928134515,0.3228667305848514
"Nhà mặt phố, mặt tiền",24.0,3.2188758248682006,142.11,168.88,7.5,168.88,6,3,3,Bàn giao thô,Đã có sổ,Khác,Go Vap,0.035528185693983895,0.017764092846991947,56.29333333333333,0.04441023211747987,93,2.0458420596221414,0.9803451581975072
"Nhà ngõ, hẻm",7.9,2.186051276738094,134.58,58.7,5.12,58.7,3,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05110732538330494,0.08517887563884156,19.566666666666666,0.08722316865417376,500,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",2.3,1.1939224684724346,109.52,21.0,3.0,21.0,1,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.047619047619047616,0.14285714285714285,7.0,0.14285714285714285,65,-0.6467189728451401,0.025047938638542665
"Nhà ngõ, hẻm",7.9,2.186051276738094,134.58,58.7,5.12,58.7,3,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05110732538330494,0.08517887563884156,19.566666666666666,0.08722316865417376,496,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",4.8,1.7578579175523736,76.19,63.0,4.5,63.0,1,1,1,Không rõ,Đã có sổ,Không rõ,Go Vap,0.015873015873015872,0.015873015873015872,63.0,0.07142857142857142,255,-0.3365160889203381,0.28463566634707577
"Nhà ngõ, hẻm",7.9,2.186051276738094,136.21,58.0,4.82,58.0,4,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06896551724137931,0.05172413793103448,14.5,0.08310344827586208,344,0.04813548714641648,0.7226749760306808
"Nhà mặt phố, mặt tiền",12.9,2.631888840136646,144.94,89.0,4.0,352.0,5,6,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.056179775280898875,0.06741573033707865,88.0,0.0449438202247191,478,0.6685412549960205,0.9104745925215724
"Nhà ngõ, hẻm",3.5,1.5040773967762742,111.82,31.3,2.85,63.2,2,2,1,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Go Vap,0.06389776357827476,0.06389776357827476,63.2,0.09105431309904154,279,-0.4978215885612351,0.11097794822627037
"Nhà ngõ, hẻm",9.0,2.302585092994046,118.42,76.0,4.0,208.0,4,5,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.05263157894736842,0.06578947368421052,69.33333333333333,0.05263157894736842,330,0.18462475607332932,0.8135186960690316
"Nhà ngõ, hẻm",2.499,1.252477213385551,69.44,36.0,4.5,36.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.05555555555555555,18.0,0.125,483,-0.6220268232847259,0.031879194630872486
"Nhà ngõ, hẻm",6.3,1.9878743481543455,153.66,41.0,3.2,41.0,4,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.0975609756097561,0.07317073170731707,10.25,0.07804878048780488,333,-0.15039435856545688,0.5116251198465963
"Nhà ngõ, hẻm",8.4,2.2407096892759584,168.0,50.0,4.5,50.0,2,3,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.04,0.06,10.0,0.09,293,0.11017606393137688,0.7549137104506232
"Nhà ngõ, hẻm",5.75,1.9095425048844383,127.78,45.0,3.5,45.0,3,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.06666666666666667,11.25,0.07777777777777778,372,-0.2186389930289133,0.4333652924256951
"Nhà ngõ, hẻm",3.5,1.5040773967762742,109.38,32.0,3.2,32.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.125,0.09375,10.666666666666666,0.1,161,-0.4978215885612351,0.11097794822627037
"Nhà ngõ, hẻm",1.9,1.0647107369924282,105.56,18.0,3.0,18.0,1,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.16666666666666666,6.0,0.16666666666666666,80,-0.6963514342731084,0.012104506232023011
"Nhà ngõ, hẻm",1.9,1.0647107369924282,105.56,18.0,3.0,18.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.05555555555555555,0.16666666666666666,6.0,0.16666666666666666,60,-0.6963514342731084,0.012104506232023011
"Nhà ngõ, hẻm",8.55,2.256541154492639,142.5,60.0,4.0,60.0,3,4,5,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.05,0.06666666666666667,12.0,0.06666666666666667,512,0.12878823696686503,0.7703739213806328
"Nhà ngõ, hẻm",8.6,2.2617630984737906,143.33,60.0,4.0,60.0,4,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.05,20.0,0.06666666666666667,374,0.13499229464536094,0.7776845637583892
"Nhà ngõ, hẻm",1.9,1.0647107369924282,105.56,18.0,4.0,18.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.05555555555555555,0.16666666666666666,6.0,0.2222222222222222,79,-0.6963514342731084,0.012104506232023011
"Nhà ngõ, hẻm",6.2,1.9740810260220096,88.57,70.0,4.8,70.0,3,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.04285714285714286,0.02857142857142857,23.333333333333332,0.06857142857142857,340,-0.1628024739224489,0.5033557046979866
