loai_hinh,gia_ban,log_gia_ban,gia_m2,dien_tich,chieu_ngang,dien_tich_su_dung,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,giay_to_phap_ly,dac_diem,quan,room_density,bath_density,area_per_floor,frontage_density,desc_length,price_zscore_district,price_percentile_district
"Nhà ngõ, hẻm",5.1,1.8082887711792655,89.47,57.0,4.0,57.0,3,3,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.05263157894736842,0.05263157894736842,19.0,0.07017543859649122,757,-0.2701725796567726,0.26345553822152884
"Nhà ngõ, hẻm",4.95,1.7833912195575383,85.34,58.0,4.0,58.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.017241379310344827,0.05172413793103448,19.333333333333332,0.06896551724137931,283,-0.28144649863431537,0.23868954758190328
"Nhà ngõ, hẻm",5.5,1.8718021769015913,169.75,32.4,4.0,32.4,2,3,3,Không rõ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.0617283950617284,0.0925925925925926,10.799999999999999,0.1234567901234568,453,-0.2401087957166584,0.3164976599063963
"Nhà ngõ, hẻm",5.68,1.8991179875485544,189.33,30.0,4.0,30.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.13333333333333333,0.1,10.0,0.13333333333333333,476,-0.22658009294360706,0.33872854914196565
"Nhà ngõ, hẻm",5.58,1.884034745337226,93.0,60.0,4.0,60.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.03333333333333333,0.05,20.0,0.06666666666666667,303,-0.2340960389286356,0.3217628705148206
"Nhà ngõ, hẻm",8.8,2.2823823856765264,103.53,85.0,4.0,85.0,3,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.03529411764705882,0.03529411764705882,42.5,0.047058823529411764,298,0.007917421789283523,0.7291341653666147
"Nhà ngõ, hẻm",7.5,2.1400661634962708,138.89,54.0,4.0,216.0,7,6,2,Hoàn thiện cơ bản,Đã có sổ,Khác,Binh Thanh,0.12962962962962962,0.1111111111111111,108.0,0.07407407407407407,245,-0.08978987601608758,0.59399375975039
"Nhà ngõ, hẻm",4.86,1.7681496035889213,131.35,37.0,4.0,37.0,2,3,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.05405405405405406,0.08108108108108109,12.333333333333334,0.10810810810810811,364,-0.28821085002084107,0.23088923556942278
"Nhà ngõ, hẻm",6.35,1.9947003132247452,88.19,72.0,4.0,72.0,5,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.06944444444444445,0.041666666666666664,24.0,0.05555555555555555,385,-0.17622325484391585,0.4409126365054602
"Nhà ngõ, hẻm",4.45,1.6956156086751528,120.27,37.0,4.0,37.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.05405405405405406,0.08108108108108109,12.333333333333334,0.10810810810810811,358,-0.3190262285594581,0.15971138845553823
"Nhà ngõ, hẻm",5.45,1.864080130807681,90.83,60.0,4.0,60.0,2,2,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.03333333333333333,0.03333333333333333,20.0,0.06666666666666667,334,-0.24386676870917268,0.3044071762870515
"Nhà ngõ, hẻm",4.7,1.7404661748405044,89.35,52.6,4.0,52.6,2,2,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.03802281368821293,0.03802281368821293,17.533333333333335,0.07604562737642585,180,-0.30023636359688677,0.20261310452418096
"Nhà ngõ, hẻm",5.2,1.8245492920510458,120.93,43.0,3.5,43.0,2,2,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.046511627906976744,0.046511627906976744,14.333333333333334,0.08139534883720931,381,-0.262656633671744,0.26833073322932915
"Nhà ngõ, hẻm",5.45,1.864080130807681,157.97,34.5,3.0,34.5,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.057971014492753624,0.057971014492753624,11.5,0.08695652173913043,433,-0.24386676870917268,0.3044071762870515
"Nhà ngõ, hẻm",8.5,2.2512917986064953,96.05,88.5,6.0,88.5,4,3,2,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.04519774011299435,0.03389830508474576,44.25,0.06779661016949153,273,-0.014630416165802157,0.7108034321372855
"Nhà ngõ, hẻm",5.68,1.8991179875485544,189.33,30.0,4.0,30.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,10.0,0.13333333333333333,266,-0.22658009294360706,0.33872854914196565
"Nhà ngõ, hẻm",7.98,2.194999882314108,199.5,40.0,5.0,40.0,3,3,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.075,0.075,13.333333333333334,0.125,918,-0.053713335287950546,0.6712168486739469
"Nhà ngõ, hẻm",7.4,2.128231705849268,45.96,161.0,4.0,161.0,10,6,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.062111801242236024,0.037267080745341616,80.5,0.024844720496894408,475,-0.0973058220011161,0.5801482059282371
"Nhà ngõ, hẻm",9.8,2.379546134130174,184.91,53.0,4.0,53.0,4,5,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07547169811320754,0.09433962264150944,17.666666666666668,0.07547169811320754,537,0.08307688163956894,0.7700858034321373
"Nhà ngõ, hẻm",3.89,1.5871923034867808,259.33,15.0,5.0,15.0,2,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.13333333333333333,0.2,3.75,0.3333333333333333,218,-0.3611155260756179,0.09204368174726989
"Nhà ngõ, hẻm",5.75,1.9095425048844383,95.83,60.0,3.5,150.0,2,2,3,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Binh Thanh,0.03333333333333333,0.03333333333333333,50.0,0.058333333333333334,228,-0.22131893075408707,0.3496489859594384
"Nhà ngõ, hẻm",9.49,2.3504224224082058,139.35,68.1,4.01,208.4,5,6,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.07342143906020558,0.0881057268722467,69.46666666666667,0.05888399412628488,471,0.05977744908598043,0.7568252730109204
"Nhà ngõ, hẻm",7.85,2.180417459019838,103.29,76.0,6.3,76.0,2,2,1,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Binh Thanh,0.02631578947368421,0.02631578947368421,76.0,0.08289473684210526,355,-0.06348406506848771,0.6478159126365055
"Nhà ngõ, hẻm",7.19,2.102913897864978,128.39,56.0,7.0,112.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.03571428571428571,0.03571428571428571,56.0,0.125,261,-0.11308930856967603,0.5659126365054602
"Nhà ngõ, hẻm",5.68,1.8991179875485544,206.55,27.5,3.0,73.0,4,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.14545454545454545,0.10909090909090909,24.333333333333332,0.10909090909090909,822,-0.22658009294360706,0.33872854914196565
"Nhà ngõ, hẻm",3.85,1.578978704949392,96.25,40.0,5.0,80.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Binh Thanh,0.05,0.05,40.0,0.125,627,-0.3641219044696294,0.08697347893915756
"Nhà ngõ, hẻm",18.0,2.9444389791664403,200.0,90.0,4.5,300.0,7,5,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07777777777777778,0.05555555555555555,100.0,0.05,253,0.6993844524119094,0.9385725429017161
"Nhà ngõ, hẻm",6.4,2.0014800002101243,167.98,38.1,7.2,76.2,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.05249343832020997,0.05249343832020997,38.1,0.1889763779527559,858,-0.1724652818514015,0.44754290171606864
"Nhà ngõ, hẻm",10.5,2.4423470353692043,143.84,73.0,4.0,220.0,9,6,3,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Binh Thanh,0.1232876712328767,0.0821917808219178,73.33333333333333,0.0547945205479452,259,0.1356885035347687,0.8003120124804992
"Nhà ngõ, hẻm",6.0,1.9459101490553132,200.0,30.0,4.0,30.0,3,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.1,10.0,0.13333333333333333,243,-0.20252906579151572,0.40659126365054604
"Nhà ngõ, hẻm",10.75,2.463853240590168,167.97,64.0,4.3,290.0,7,4,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.109375,0.0625,96.66666666666667,0.0671875,421,0.15447836849734004,0.8053822152886115
"Nhà mặt phố, mặt tiền",11.65,2.537657215173529,182.03,64.0,4.2,192.0,5,5,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.078125,0.078125,64.0,0.065625,401,0.22212188236259695,0.8301482059282371
"Nhà ngõ, hẻm",13.0,2.639057329615259,108.33,120.0,4.0,166.0,5,3,2,Bàn giao thô,Đã có sổ,Nhà nở hậu,Binh Thanh,0.041666666666666664,0.025,83.0,0.03333333333333333,407,0.32358715316048225,0.8666146645865834
"Nhà ngõ, hẻm",6.85,2.060513531794317,114.17,60.0,4.0,240.0,5,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08333333333333333,0.08333333333333333,60.0,0.06666666666666667,343,-0.13864352491877313,0.5111154446177847
"Nhà ngõ, hẻm",3.2,1.4350845252893227,128.0,25.0,3.8,50.0,1,1,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.04,0.04,16.666666666666668,0.152,1064,-0.4129755533723149,0.053627145085803435
"Nhà ngõ, hẻm",7.9,2.186051276738094,131.67,60.0,4.6,60.0,4,4,4,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06666666666666667,0.06666666666666667,15.0,0.07666666666666666,385,-0.05972609207597338,0.6601014040561622
"Nhà ngõ, hẻm",8.0,2.1972245773362196,97.56,82.0,4.6,82.0,3,3,2,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Binh Thanh,0.036585365853658534,0.036585365853658534,41.0,0.05609756097560975,353,-0.05221014609094487,0.6862324492979719
"Nhà ngõ, hẻm",8.5,2.2512917986064953,88.54,96.0,6.0,96.0,4,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.041666666666666664,0.03125,32.0,0.0625,211,-0.014630416165802157,0.7108034321372855
"Nhà ngõ, hẻm",6.05,1.9530276168241771,216.07,28.0,3.6,112.0,3,4,4,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.10714285714285714,0.14285714285714285,28.0,0.1285714285714286,749,-0.19877109279900146,0.41439157566302653
"Nhà ngõ, hẻm",8.5,2.2512917986064953,141.67,60.0,5.0,60.0,5,6,3,Nội thất đầy đủ,Đã có sổ,Khác,Binh Thanh,0.08333333333333333,0.1,20.0,0.08333333333333333,319,-0.014630416165802157,0.7108034321372855
"Nhà ngõ, hẻm",8.9,2.2925347571405443,107.23,83.0,4.0,83.0,5,3,3,Không rõ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.060240963855421686,0.03614457831325301,27.666666666666668,0.04819277108433735,296,0.015433367774312038,0.7361544461778471
"Nhà ngõ, hẻm",5.35,1.8484548129046003,137.89,38.8,3.3,38.8,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.051546391752577324,0.051546391752577324,12.933333333333332,0.08505154639175258,979,-0.25138271469420126,0.28471138845553823
"Nhà ngõ, hẻm",10.1,2.4069451083182885,144.29,70.0,5.8,150.0,4,3,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.05714285714285714,0.04285714285714286,75.0,0.08285714285714285,1246,0.10562471959465448,0.7907566302652106
"Nhà ngõ, hẻm",4.85,1.766441661243765,194.0,25.0,4.0,25.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08,0.08,12.5,0.16,691,-0.28896244461934395,0.22737909516380655
"Nhà ngõ, hẻm",8.8,2.2823823856765264,97.78,90.0,5.6,90.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.044444444444444446,0.03333333333333333,30.0,0.06222222222222222,276,0.007917421789283523,0.7291341653666147
"Nhà ngõ, hẻm",6.5,2.0149030205422647,142.23,45.7,4.0,45.7,2,2,3,Không rõ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.0437636761487965,0.0437636761487965,15.233333333333334,0.087527352297593,211,-0.164949335866373,0.46801872074882994
Nhà biệt thự,45.0,3.828641396489095,290.32,155.0,10.0,393.6,4,5,5,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.025806451612903226,0.03225806451612903,78.72,0.06451612903225806,255,2.728689868369616,0.9968798751950078
"Nhà ngõ, hẻm",8.3,2.2300144001592104,150.91,55.0,8.0,151.0,4,3,3,Hoàn thiện cơ bản,Đã có sổ,Hiện trạng khác,Binh Thanh,0.07272727272727272,0.05454545454545454,50.333333333333336,0.14545454545454545,194,-0.029662308135859187,0.7004680187207488
"Nhà ngõ, hẻm",8.9,2.2925347571405443,111.25,80.0,4.0,80.0,4,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.05,0.0375,26.666666666666668,0.05,140,0.015433367774312038,0.7361544461778471
Nhà phố liền kề,6.6,2.028148247292285,169.23,39.0,4.0,39.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07692307692307693,0.07692307692307693,13.0,0.10256410256410256,273,-0.15743338988134448,0.47718408736349455
"Nhà ngõ, hẻm",5.0,1.791759469228055,47.62,105.0,4.1,105.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.02857142857142857,0.02857142857142857,35.0,0.039047619047619046,833,-0.27768852564180113,0.25624024960998437
"Nhà mặt phố, mặt tiền",12.9,2.631888840136646,195.45,66.0,5.2,334.0,5,6,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07575757575757576,0.09090909090909091,66.8,0.0787878787878788,778,0.31607120717545373,0.8615444617784711
"Nhà ngõ, hẻm",7.99,2.196112848483529,133.17,60.0,4.6,180.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06666666666666667,0.05,60.0,0.07666666666666666,209,-0.05296174068944771,0.6766770670826833
"Nhà ngõ, hẻm",7.2,2.1041341542702074,133.33,54.0,7.0,104.0,3,1,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.05555555555555555,0.018518518518518517,52.0,0.12962962962962962,707,-0.11233771397117319,0.5686427457098284
"Nhà ngõ, hẻm",7.5,2.1400661634962708,104.17,72.0,5.1,144.0,3,2,2,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Binh Thanh,0.041666666666666664,0.027777777777777776,72.0,0.07083333333333333,807,-0.08978987601608758,0.59399375975039
